date,first_name,last_name,email_address,Product,category,source,street_address,city,state,postal_code,country,returned,revenue,cost,Repeat Customer?
2022-12-13 16:04:59,Ethelda,Danev,edanev17@tuttocitta.it,Vaccum Bag - 14x20,Automotive,paid social,4 Kenwood Road,Kansas City,Missouri,64101,United States,false,6.81,17.82,false
2023-03-09 12:35:27,Robinett,Karp,rkarp18@cnet.com,Anchovy Fillets,Jewelry,paid social,2 Mockingbird Circle,Indianapolis,Indiana,46226,United States,true,11.98,41.56,false
2022-08-06 15:03:55,Meta,Howell,mhowell19@sourceforge.net,Apple - Fuji,Health,video,13 Lunder Hill,Indianapolis,Indiana,46216,United States,true,41.21,20.2,true
2022-02-10 03:07:08,Gaby,Koba,gkoba1a@noaa.gov,Yeast Dry - Fleischman,Outdoors,paid social,91180 Di Loreto Pass,Riverside,California,92519,United States,true,14.35,62.88,false
2023-01-01 14:35:27,Cori,Stronge,cstronge1b@microsoft.com,Cake - Mini Cheesecake,Automotive,paid social,70137 Orin Pass,Durham,North Carolina,27710,United States,true,48.8,93.27,true
2022-12-03 06:18:44,Ebony,Larderot,elarderot1c@cocolog-nifty.com,"Lettuce - Romaine, Heart",Music,video,15 Sachtjen Terrace,Bronx,New York,10474,United States,false,41.65,33.05,true
2023-07-23 18:14:22,Skippie,Blackmore,sblackmore1d@uol.com.br,"Chicken - Leg, Boneless",Automotive,video,583 Old Shore Court,Philadelphia,Pennsylvania,19191,United States,true,39.72,56.82,false
2023-07-30 14:25:16,Gonzales,Delucia,gdelucia1e@nydailynews.com,Sambuca Cream,Tools,video,67 Victoria Junction,Corpus Christi,Texas,78475,United States,true,99.91,13.33,true
2023-04-13 07:57:05,Inessa,Mahmood,imahmood1f@utexas.edu,Grapefruit - Pink,Music,promotions,8 Ruskin Circle,Saint Paul,Minnesota,55127,United States,true,41.68,34.97,false
2023-04-01 08:25:59,Gretta,Brandone,gbrandone1g@addthis.com,Wine - Sicilia Igt Nero Avola,Music,direct,70104 Morrow Place,Augusta,Georgia,30919,United States,false,95.43,1.64,false
2022-12-25 01:53:25,Bartram,Quinion,bquinion1h@gov.uk,Lime Cordial - Roses,Computers,paid social,74 Gulseth Circle,Anchorage,Alaska,99599,United States,true,22.14,73.5,false
2023-09-27 03:51:28,Shanna,Simioli,ssimioli1i@fastcompany.com,Juice - Orange,Grocery,paid search,9950 Lakewood Circle,Washington,District of Columbia,20260,United States,true,74.91,8.33,false
2023-07-21 08:15:06,Samantha,Reyson,sreyson1j@jigsy.com,Wine - Clavet Saint Emilion,Toys,promotions,54971 Dovetail Point,Hayward,California,94544,United States,false,40.1,22.9,true
2023-10-05 21:15:53,Fiona,MacNab,fmacnab1k@ibm.com,Napkin White - Starched,Jewelry,paid search,32506 Harbort Alley,Plano,Texas,75074,United States,false,67.72,30.0,false
2022-11-04 17:48:58,Anne,Schleswig-Holstein,aschleswigholstein1l@marketwatch.com,Assorted Desserts,Electronics,direct,074 Pepper Wood Crossing,Phoenix,Arizona,85035,United States,true,74.61,18.71,true
2022-05-05 15:27:38,Mordy,Tamlett,mtamlett1m@linkedin.com,Water - Spring 1.5lit,Computers,paid social,700 Anhalt Drive,Honolulu,Hawaii,96845,United States,false,97.87,23.83,false
2022-11-17 03:26:25,Jenni,Habbal,jhabbal1n@phoca.cz,Soup - Campbellschix Stew,Sports,video,78 Lyons Point,Irving,Texas,75062,United States,true,22.43,11.44,false
2022-09-21 21:19:38,Jehanna,Johnigan,jjohnigan1o@ucoz.ru,Salad Dressing,Games,paid search,75 Caliangt Crossing,North Las Vegas,Nevada,89036,United States,false,28.82,95.17,false
2023-02-24 17:54:59,Karole,Veljes,kveljes1p@jimdo.com,Oil - Macadamia,Home,promotions,8124 Bobwhite Avenue,Detroit,Michigan,48258,United States,true,69.25,83.72,false
2022-08-11 21:59:27,Sammie,Littledike,slittledike1q@baidu.com,Broom And Broom Rack White,Kids,video,099 Waxwing Circle,Hartford,Connecticut,06145,United States,true,36.65,56.77,false
2022-01-11 23:56:14,Vonni,Sheehan,vsheehan1r@joomla.org,Strawberries - California,Games,promotions,21 Upham Plaza,Pueblo,Colorado,81005,United States,true,79.57,39.61,false
2023-07-24 03:00:55,Gertrude,Kain,gkain1s@unblog.fr,"Rum - Light, Captain Morgan",Movies,video,27 Merrick Parkway,Albany,New York,12227,United States,false,36.76,64.81,false
2023-10-27 21:30:58,Rubina,Blease,rblease1t@cornell.edu,Chinese Foods - Cantonese,Shoes,promotions,6463 Miller Hill,Colorado Springs,Colorado,80925,United States,true,59.49,89.71,true
2023-10-05 05:01:12,Chelsey,Mc Carrick,cmccarrick1u@privacy.gov.au,Coffee Swiss Choc Almond,Games,direct,142 Anderson Way,Van Nuys,California,91499,United States,true,98.18,72.16,true
2022-09-12 06:35:25,Darnell,Sjollema,dsjollema1v@last.fm,Bag Clear 10 Lb,Tools,paid search,98123 Lotheville Court,Omaha,Nebraska,68197,United States,true,31.26,85.56,true
2023-03-20 18:08:29,Giles,O'Carmody,gocarmody1w@rediff.com,"Pineapple - Canned, Rings",Automotive,video,768 Fulton Court,Erie,Pennsylvania,16510,United States,true,92.07,96.29,false
2022-03-30 14:08:16,Shandy,Taplin,staplin1x@bing.com,Liquid Aminios Acid - Braggs,Music,paid social,198 Kingsford Center,Palmdale,California,93591,United States,true,53.66,13.67,true
2022-05-19 16:12:32,Laurianne,McNysche,lmcnysche1y@smh.com.au,"Chocolate - Semi Sweet, Calets",Games,mobile,22948 New Castle Terrace,Houston,Texas,77070,United States,true,27.12,37.37,false
2023-02-23 13:20:21,Jo,De Witt,jdewitt1z@facebook.com,Scallops - Live In Shell,Health,direct,5 Paget Junction,Pomona,California,91797,United States,true,51.98,84.8,true
2023-02-17 02:55:26,Raychel,Etherson,retherson20@imgur.com,"Wine - White, Ej",Beauty,promotions,10 Merrick Parkway,El Paso,Texas,79905,United States,true,17.38,19.13,true
2022-02-21 06:37:59,Ashlie,Seage,aseage21@apache.org,Steam Pan Full Lid,Sports,paid search,7412 Eagle Crest Place,Chesapeake,Virginia,23324,United States,true,76.91,37.53,true
2022-01-15 15:25:05,Kari,Elix,kelix22@tiny.cc,Pike - Frozen Fillet,Sports,direct,4124 Onsgard Trail,Shreveport,Louisiana,71105,United States,true,81.27,63.03,false
2022-10-02 10:51:10,Vincenz,Hush,vhush23@barnesandnoble.com,Wine - Coteaux Du Tricastin Ac,Electronics,paid social,16595 Twin Pines Alley,Memphis,Tennessee,38197,United States,true,18.74,21.71,false
2022-10-27 00:48:47,Kacie,Seckington,kseckington24@taobao.com,Pepper - Green Thai,Baby,direct,298 Tennessee Plaza,Dallas,Texas,75216,United States,true,39.16,25.74,false
2022-05-20 19:10:26,Nilson,Proffitt,nproffitt25@oracle.com,Mudslide,Kids,paid social,79 Scoville Way,San Francisco,California,94137,United States,false,78.02,80.92,true
2022-05-04 04:55:38,Ameline,Archibold,aarchibold26@shutterfly.com,Beans - Soya Bean,Sports,direct,9 Hintze Hill,San Jose,California,95155,United States,true,39.1,86.29,false
2023-06-02 11:09:07,Tani,Scown,tscown27@census.gov,Sauce - Rosee,Grocery,paid search,61 Tennessee Road,Portland,Oregon,97229,United States,true,99.17,60.33,true
2022-08-03 03:16:08,Kelby,Hickin,khickin28@flickr.com,Ecolab - Hobart Washarm End Cap,Baby,direct,29 Rigney Center,Toledo,Ohio,43635,United States,true,12.57,95.7,true
2022-05-22 06:38:17,Rutherford,Egdal,regdal29@cbsnews.com,Calypso - Lemonade,Shoes,video,231 Esch Point,Dallas,Texas,75342,United States,true,43.34,71.02,false
2023-03-30 13:39:59,Randy,Charlesworth,rcharlesworth2a@deviantart.com,Flower - Commercial Spider,Outdoors,mobile,24167 Tennessee Junction,Clearwater,Florida,33758,United States,true,66.75,24.32,false
2022-09-05 11:24:09,Shela,De Mattei,sdemattei2b@behance.net,Chicken Breast Wing On,Shoes,paid search,9713 Hayes Road,El Paso,Texas,79934,United States,false,38.73,26.85,true
2023-10-03 02:22:27,Channa,Frowen,cfrowen2c@eepurl.com,Butcher Twine 4r,Music,video,81150 Dawn Avenue,Grand Rapids,Michigan,49544,United States,true,29.25,79.37,false
2022-03-26 22:22:19,Allys,Heinel,aheinel2d@jalbum.net,Cheese - La Sauvagine,Baby,promotions,53 Declaration Terrace,Austin,Texas,78744,United States,true,12.14,63.86,true
2022-04-20 04:13:42,Alphard,Gecks,agecks2e@seattletimes.com,Cheese - Bocconcini,Industrial,paid social,67981 Duke Road,Providence,Rhode Island,02905,United States,true,51.19,71.73,false
2022-07-02 23:23:11,Perrine,Guyot,pguyot2f@blinklist.com,"Bread - Pita, Mini",Home,direct,820 Pleasure Trail,Tampa,Florida,33661,United States,true,51.45,88.52,true
2023-08-04 23:34:15,West,Blazevic,wblazevic2g@linkedin.com,Lettuce - Arugula,Baby,paid social,20 Reinke Lane,Dayton,Ohio,45470,United States,true,74.38,52.33,false
2022-12-26 13:40:05,Ninetta,Leggan,nleggan2h@storify.com,Beef - Short Loin,Electronics,video,3 Forster Drive,Canton,Ohio,44705,United States,true,67.34,65.32,false
2023-02-17 17:57:54,Monika,Abramzon,mabramzon2i@imdb.com,Veal - Kidney,Beauty,paid social,61912 Pawling Alley,Greensboro,North Carolina,27409,United States,false,46.9,61.65,false
2022-04-28 00:40:45,Bobbette,Gethouse,bgethouse2j@paypal.com,Banana - Green,Clothing,paid search,815 Sugar Plaza,Fort Lauderdale,Florida,33325,United States,true,39.19,28.38,true
2023-03-08 00:01:06,Ruddy,Minocchi,rminocchi2k@gov.uk,Eel - Smoked,Industrial,paid social,92724 Rieder Terrace,San Diego,California,92105,United States,true,50.53,49.56,true
2023-09-27 11:11:07,Kippie,O'Cuddie,kocuddie2l@mashable.com,Juice - Lemon,Jewelry,promotions,35126 Arapahoe Circle,Jamaica,New York,11407,United States,true,49.75,54.3,true
2023-08-20 00:10:39,Wallie,Erik,werik2m@reverbnation.com,Hersey Shakes,Tools,direct,55613 Express Place,Montgomery,Alabama,36114,United States,true,31.31,65.87,true
2022-08-26 07:18:09,Paulette,MacGilrewy,pmacgilrewy2n@oakley.com,Cleaner - Bleach,Games,paid search,1993 Dorton Way,Tacoma,Washington,98424,United States,true,41.7,52.46,false
2023-05-21 14:15:11,Marlin,Loch,mloch2o@comsenz.com,"Noodles - Cellophane, Thin",Outdoors,mobile,09 Loeprich Trail,Houston,Texas,77218,United States,true,32.42,77.61,false
2022-07-02 14:29:28,Farley,Rosencwaig,frosencwaig2p@t.co,Onions - Spanish,Sports,direct,0933 Doe Crossing Center,Jackson,Mississippi,39282,United States,true,76.54,61.25,false
2023-05-28 08:08:28,Deb,MacCallam,dmaccallam2q@ftc.gov,Dill Weed - Fresh,Health,paid search,15 Muir Place,Denver,Colorado,80249,United States,true,55.95,50.45,true
2022-09-14 22:41:08,Daven,Merredy,dmerredy2r@diigo.com,Cut Wakame - Hanawakaba,Clothing,paid search,241 Saint Paul Alley,Nashville,Tennessee,37220,United States,true,81.51,74.28,false
2022-10-12 17:07:36,Glynnis,Nutbeem,gnutbeem2s@usgs.gov,Carbonated Water - Strawberry,Tools,promotions,17274 Forest Place,Washington,District of Columbia,20260,United States,true,65.84,41.94,false
2022-12-08 21:19:43,Meir,Gleder,mgleder2t@drupal.org,Island Oasis - Raspberry,Computers,direct,3 Pepper Wood Center,Long Beach,California,90810,United States,true,28.09,87.29,false
2023-05-25 01:13:38,Zarla,Brashier,zbrashier2u@oakley.com,Soup - Boston Clam Chowder,Electronics,paid search,1539 Northview Road,Oklahoma City,Oklahoma,73147,United States,true,7.84,62.44,false
2022-10-22 18:45:52,Jolynn,Wortt,jwortt2v@sogou.com,Wine - Montecillo Rioja Crianza,Jewelry,paid search,68348 Dapin Trail,Fort Lauderdale,Florida,33315,United States,true,4.38,18.36,false
2023-05-05 13:59:51,Woody,Addlestone,waddlestone2w@cocolog-nifty.com,"Salmon - Atlantic, Fresh, Whole",Automotive,paid search,79 Pepper Wood Junction,Baton Rouge,Louisiana,70820,United States,true,99.56,79.6,true
2023-10-30 06:37:01,Zea,Bozier,zbozier2x@examiner.com,Quail Eggs - Canned,Home,direct,98 Maple Wood Pass,Stockton,California,95210,United States,true,87.33,91.91,false
2023-06-30 22:57:17,Norma,Starkings,nstarkings2y@dailymail.co.uk,Cup - 8oz Coffee Perforated,Industrial,video,64350 Gale Center,Bakersfield,California,93386,United States,true,25.0,71.07,true
2022-09-04 20:15:50,Sheppard,Foro,sforo2z@163.com,Chicken - Base,Outdoors,paid search,66 Darwin Parkway,Las Vegas,Nevada,89115,United States,true,54.23,24.79,false
2022-06-17 16:29:03,Balduin,Kleinberer,bkleinberer30@boston.com,Raspberries - Frozen,Clothing,paid social,0 Becker Parkway,El Paso,Texas,79905,United States,true,28.4,35.15,false
2022-09-06 08:59:51,Letizia,Balog,lbalog31@g.co,Oven Mitts - 15 Inch,Garden,direct,373 Derek Way,Bradenton,Florida,34210,United States,true,83.11,3.44,true
2023-08-15 07:11:03,Felipa,Irnys,firnys32@shinystat.com,"Schnappes - Peach, Walkers",Games,promotions,697 Arrowood Circle,Saint Cloud,Minnesota,56398,United States,false,30.07,10.2,true
2022-12-11 09:46:45,Emmett,Hurler,ehurler33@canalblog.com,Mousse - Mango,Clothing,paid search,14339 Dottie Parkway,Miami,Florida,33129,United States,true,11.31,95.43,true
2023-10-15 09:37:44,Terencio,Woodyer,twoodyer34@google.cn,Olives - Kalamata,Games,paid search,274 Anthes Point,Minneapolis,Minnesota,55423,United States,true,28.14,4.7,true
2023-10-25 14:56:12,Grace,Beaufoy,gbeaufoy35@smh.com.au,Oneshot Automatic Soap System,Jewelry,direct,694 Kenwood Crossing,Cincinnati,Ohio,45999,United States,true,53.45,37.14,true
2022-05-08 21:51:53,Bernardine,Lodge,blodge36@intel.com,Danishes - Mini Raspberry,Books,paid social,6 Vahlen Crossing,Pensacola,Florida,32595,United States,false,19.12,11.2,false
2022-10-15 15:55:55,Una,Filewood,ufilewood37@pinterest.com,Chocolate - Dark,Baby,video,2 Haas Plaza,Lawrenceville,Georgia,30045,United States,false,97.82,11.5,true
2023-09-09 11:49:03,Hartwell,Halworth,hhalworth38@elpais.com,Onion Powder,Games,video,9276 Graceland Plaza,Lexington,Kentucky,40515,United States,true,58.43,20.87,true
2023-08-25 20:34:31,Dodie,Wawer,dwawer39@hhs.gov,Beer - Mcauslan Apricot,Jewelry,paid social,93 Buell Road,Naples,Florida,34102,United States,false,91.6,48.56,false
2023-10-04 23:43:52,Engracia,Heibel,eheibel3a@1688.com,Jagermeister,Home,direct,797 Russell Hill,Abilene,Texas,79605,United States,true,35.85,41.2,true
2022-09-22 12:39:38,Bobine,Matfield,bmatfield3b@japanpost.jp,Soup Campbells Split Pea And Ham,Jewelry,promotions,42900 Homewood Street,Pittsburgh,Pennsylvania,15225,United States,true,28.42,1.57,true
2022-06-17 04:08:31,Abigael,Gogarty,agogarty3c@mit.edu,"Roe - Lump Fish, Black",Beauty,promotions,0 Ilene Lane,Washington,District of Columbia,20409,United States,true,80.74,66.13,false
2023-04-14 00:38:23,Ezechiel,Espinoy,eespinoy3d@free.fr,Straw - Regular,Toys,paid social,1 Knutson Crossing,Little Rock,Arkansas,72209,United States,true,87.4,73.79,true
2023-02-02 09:24:15,Laurent,Scalera,lscalera3e@tmall.com,Bols Melon Liqueur,Tools,mobile,0 Logan Crossing,Mobile,Alabama,36610,United States,true,76.81,42.32,true
2022-01-15 11:25:17,Rollie,Andriuzzi,randriuzzi3f@biglobe.ne.jp,Oranges,Baby,direct,7 Ohio Avenue,Wichita,Kansas,67215,United States,true,9.67,47.43,false
2022-07-24 00:48:37,Boniface,Mc Cahey,bmccahey3g@foxnews.com,Ice Cream Bar - Hagen Daz,Kids,paid social,6936 Briar Crest Court,Madison,Wisconsin,53726,United States,true,93.42,69.67,false
2023-04-16 10:37:01,Dagmar,Sempill,dsempill3h@ustream.tv,Persimmons,Jewelry,direct,52 Dakota Point,Fort Worth,Texas,76121,United States,true,76.96,61.93,true
2023-08-10 23:24:55,Candie,Paskins,cpaskins3i@vinaora.com,Ice Cream - Vanilla,Health,paid social,75092 Milwaukee Alley,San Diego,California,92127,United States,true,24.73,26.54,true
2023-02-07 15:14:22,Crysta,Train,ctrain3j@odnoklassniki.ru,"Pepsi, 355 Ml",Computers,paid social,6734 Johnson Avenue,Norman,Oklahoma,73071,United States,false,82.08,6.15,false
2022-02-08 15:42:25,Toddie,McConigal,tmcconigal3k@free.fr,Mackerel Whole Fresh,Garden,paid social,371 La Follette Alley,Greensboro,North Carolina,27415,United States,true,2.41,87.21,false
2022-02-08 03:02:28,Fabiano,Huxley,fhuxley3l@slate.com,"Gingerale - Schweppes, 355 Ml",Tools,mobile,748 Barby Street,Columbus,Ohio,43231,United States,false,72.17,48.87,false
2023-08-12 22:20:41,Gayel,Rielly,grielly3m@sun.com,"Lamb - Leg, Boneless",Computers,paid social,16 Almo Pass,Largo,Florida,33777,United States,true,59.38,30.54,false
2023-02-28 07:08:43,Artus,Brotherhead,abrotherhead3n@goo.ne.jp,Broccoli - Fresh,Shoes,promotions,211 Huxley Crossing,Memphis,Tennessee,38181,United States,true,62.2,5.17,true
2023-08-24 14:07:49,Lilith,MacGarrity,lmacgarrity3o@bloomberg.com,Broccoli - Fresh,Toys,promotions,503 Hansons Parkway,Washington,District of Columbia,20508,United States,true,58.41,20.0,true
2022-11-10 01:09:19,Berkly,Ivett,bivett3p@reverbnation.com,Chips Potato Salt Vinegar 43g,Sports,mobile,95941 Loomis Park,Des Moines,Iowa,50320,United States,true,40.12,45.32,false
2022-05-23 02:56:57,Gaynor,Remon,gremon3q@guardian.co.uk,Chick Peas - Canned,Electronics,paid social,6 Basil Trail,Kingsport,Tennessee,37665,United States,true,83.94,78.41,true
2022-10-04 05:33:28,Gasper,Trembath,gtrembath3r@studiopress.com,Wine - Riesling Dr. Pauly,Sports,mobile,2 Magdeline Place,Morgantown,West Virginia,26505,United States,true,71.82,77.34,false
2023-02-24 20:39:44,Ike,Powrie,ipowrie3s@bigcartel.com,"Yogurt - Blueberry, 175 Gr",Games,promotions,3 Esker Court,New York City,New York,10039,United States,true,17.41,5.65,false
2023-03-19 12:16:33,Hamilton,Torres,htorres3t@naver.com,Turkey Leg With Drum And Thigh,Computers,direct,35028 Clove Lane,Lees Summit,Missouri,64082,United States,true,25.77,28.11,true
2023-09-04 19:44:00,Cleve,Richter,crichter3u@mapquest.com,Vegetable - Base,Grocery,paid search,28264 Crescent Oaks Terrace,Evansville,Indiana,47712,United States,true,89.64,18.76,true
2022-07-28 03:36:18,Tarah,Bau,tbau3v@diigo.com,Lettuce - Frisee,Sports,promotions,46 Eastlawn Road,Memphis,Tennessee,38150,United States,true,8.82,60.06,true
2022-05-25 13:38:58,Nevin,Liccardo,nliccardo3w@goo.gl,"Salmon - Whole, 4 - 6 Pounds",Home,direct,7344 Schiller Avenue,Austin,Texas,78789,United States,true,79.17,60.83,true
2023-05-05 16:13:41,Moreen,Southby,msouthby3x@unc.edu,"Asparagus - White, Canned",Movies,video,27 Burrows Road,Birmingham,Alabama,35225,United States,true,3.5,56.82,true
2022-11-26 19:17:04,Gabey,Unsworth,gunsworth3y@google.com.br,The Pop Shoppe - Grape,Sports,mobile,01027 Becker Circle,Scranton,Pennsylvania,18505,United States,false,79.5,53.05,false
